,Line Name and Location,Date and Time,Day,4hr Time Interval Ending at,Net Entries,Net Exits,Total Entries & Exits
0,Line 1 : Canal & Varick St,2019-09-01 08:00:00,Sunday,08:00:00,60.0,89.0,149.0
1,Line 1 : Canal & Varick St,2019-09-01 12:00:00,Sunday,12:00:00,353.0,726.0,1079.0
2,Line 1 : Canal & Varick St,2019-09-01 16:00:00,Sunday,16:00:00,661.0,1018.0,1679.0
3,Line 1 : Canal & Varick St,2019-09-01 20:00:00,Sunday,20:00:00,795.0,727.0,1522.0
4,Line 1 : Canal & Varick St,2019-09-02 00:00:00,Monday,00:00:00,292.0,208.0,500.0
5,Line 1 : Canal & Varick St,2019-09-02 04:00:00,Monday,04:00:00,45.0,40.0,85.0
6,Line 1 : Canal & Varick St,2019-09-02 08:00:00,Monday,08:00:00,71.0,137.0,208.0
7,Line 1 : Canal & Varick St,2019-09-02 12:00:00,Monday,12:00:00,326.0,511.0,837.0
8,Line 1 : Canal & Varick St,2019-09-02 16:00:00,Monday,16:00:00,492.0,684.0,1176.0
9,Line 1 : Canal & Varick St,2019-09-02 20:00:00,Monday,20:00:00,574.0,405.0,979.0
10,Line 1 : Canal & Varick St,2019-09-03 00:00:00,Tuesday,00:00:00,230.0,129.0,359.0
11,Line 1 : Canal & Varick St,2019-09-03 04:00:00,Tuesday,04:00:00,24.0,46.0,70.0
12,Line 1 : Canal & Varick St,2019-09-03 08:00:00,Tuesday,08:00:00,342.0,1454.0,1796.0
13,Line 1 : Canal & Varick St,2019-09-03 12:00:00,Tuesday,12:00:00,765.0,2236.0,3001.0
14,Line 1 : Canal & Varick St,2019-09-03 16:00:00,Tuesday,16:00:00,1591.0,1092.0,2683.0
15,Line 1 : Canal & Varick St,2019-09-03 20:00:00,Tuesday,20:00:00,3290.0,935.0,4225.0
16,Line 1 : Canal & Varick St,2019-09-04 00:00:00,Wednesday,00:00:00,393.0,197.0,590.0
17,Line 1 : Canal & Varick St,2019-09-04 04:00:00,Wednesday,04:00:00,73.0,55.0,128.0
18,Line 1 : Canal & Varick St,2019-09-04 08:00:00,Wednesday,08:00:00,383.0,1443.0,1826.0
19,Line 1 : Canal & Varick St,2019-09-04 12:00:00,Wednesday,12:00:00,872.0,2411.0,3283.0
20,Line 1 : Canal & Varick St,2019-09-04 16:00:00,Wednesday,16:00:00,1702.0,1179.0,2881.0
21,Line 1 : Canal & Varick St,2019-09-04 20:00:00,Wednesday,20:00:00,3475.0,1057.0,4532.0
22,Line 1 : Canal & Varick St,2019-09-05 00:00:00,Thursday,00:00:00,563.0,207.0,770.0
23,Line 1 : Canal & Varick St,2019-09-05 04:00:00,Thursday,04:00:00,89.0,72.0,161.0
24,Line 1 : Canal & Varick St,2019-09-05 08:00:00,Thursday,08:00:00,452.0,1625.0,2077.0
25,Line 1 : Canal & Varick St,2019-09-05 12:00:00,Thursday,12:00:00,946.0,2298.0,3244.0
26,Line 1 : Canal & Varick St,2019-09-05 16:00:00,Thursday,16:00:00,2022.0,1337.0,3359.0
27,Line 1 : Canal & Varick St,2019-09-05 20:00:00,Thursday,20:00:00,3484.0,1134.0,4618.0
28,Line 1 : Canal & Varick St,2019-09-06 00:00:00,Friday,00:00:00,729.0,265.0,994.0
29,Line 1 : Canal & Varick St,2019-09-06 04:00:00,Friday,04:00:00,115.0,50.0,165.0
30,Line 1 : Canal & Varick St,2019-09-06 08:00:00,Friday,08:00:00,383.0,1583.0,1966.0
31,Line 1 : Canal & Varick St,2019-09-06 12:00:00,Friday,12:00:00,997.0,2315.0,3312.0
32,Line 1 : Canal & Varick St,2019-09-06 16:00:00,Friday,16:00:00,2349.0,1425.0,3774.0
33,Line 1 : Canal & Varick St,2019-09-06 20:00:00,Friday,20:00:00,3299.0,1030.0,4329.0
34,Line 1 : Canal & Varick St,2019-09-07 04:00:00,Saturday,04:00:00,111.0,55.0,166.0
35,Line 1 : Canal & Varick St,2019-09-07 08:00:00,Saturday,08:00:00,99.0,298.0,397.0
36,Line 1 : Canal & Varick St,2019-09-07 12:00:00,Saturday,12:00:00,492.0,983.0,1475.0
37,Line 1 : Canal & Varick St,2019-09-07 16:00:00,Saturday,16:00:00,1199.0,1439.0,2638.0
38,Line 1 : Canal & Varick St,2019-09-07 20:00:00,Saturday,20:00:00,1189.0,1046.0,2235.0
39,Line 1 : Canal & Varick St,2019-09-08 00:00:00,Sunday,00:00:00,542.0,329.0,871.0
40,Line 1 : Canal & Varick St,2019-09-08 04:00:00,Sunday,04:00:00,119.0,55.0,174.0
41,Line 1 : Canal & Varick St,2019-09-08 08:00:00,Sunday,08:00:00,64.0,140.0,204.0
42,Line 1 : Canal & Varick St,2019-09-08 12:00:00,Sunday,12:00:00,439.0,804.0,1243.0
43,Line 1 : Canal & Varick St,2019-09-08 16:00:00,Sunday,16:00:00,787.0,1113.0,1900.0
44,Line 1 : Canal & Varick St,2019-09-08 20:00:00,Sunday,20:00:00,928.0,693.0,1621.0
45,Line 1 : Canal & Varick St,2019-09-09 00:00:00,Monday,00:00:00,359.0,167.0,526.0
46,Line 1 : Canal & Varick St,2019-09-09 04:00:00,Monday,04:00:00,39.0,32.0,71.0
47,Line 1 : Canal & Varick St,2019-09-09 08:00:00,Monday,08:00:00,446.0,1567.0,2013.0
48,Line 1 : Canal & Varick St,2019-09-09 12:00:00,Monday,12:00:00,806.0,2453.0,3259.0
49,Line 1 : Canal & Varick St,2019-09-09 16:00:00,Monday,16:00:00,1872.0,1291.0,3163.0
50,Line 1 : Canal & Varick St,2019-09-09 20:00:00,Monday,20:00:00,3644.0,1058.0,4702.0
51,Line 1 : Canal & Varick St,2019-09-10 00:00:00,Tuesday,00:00:00,405.0,86.0,491.0
52,Line 1 : Canal & Varick St,2019-09-10 04:00:00,Tuesday,04:00:00,113.0,147.0,260.0
53,Line 1 : Canal & Varick St,2019-09-10 08:00:00,Tuesday,08:00:00,468.0,1578.0,2046.0
54,Line 1 : Canal & Varick St,2019-09-10 12:00:00,Tuesday,12:00:00,953.0,2492.0,3445.0
55,Line 1 : Canal & Varick St,2019-09-10 16:00:00,Tuesday,16:00:00,2029.0,1347.0,3376.0
56,Line 1 : Canal & Varick St,2019-09-10 20:00:00,Tuesday,20:00:00,3628.0,1118.0,4746.0
57,Line 1 : Canal & Varick St,2019-09-11 00:00:00,Wednesday,00:00:00,535.0,212.0,747.0
58,Line 1 : Canal & Varick St,2019-09-11 04:00:00,Wednesday,04:00:00,59.0,49.0,108.0
59,Line 1 : Canal & Varick St,2019-09-11 08:00:00,Wednesday,08:00:00,460.0,1486.0,1946.0
60,Line 1 : Canal & Varick St,2019-09-11 12:00:00,Wednesday,12:00:00,956.0,2156.0,3112.0
61,Line 1 : Canal & Varick St,2019-09-11 16:00:00,Wednesday,16:00:00,1869.0,1245.0,3114.0
62,Line 1 : Canal & Varick St,2019-09-11 20:00:00,Wednesday,20:00:00,3536.0,1171.0,4707.0
63,Line 1 : Canal & Varick St,2019-09-12 00:00:00,Thursday,00:00:00,554.0,217.0,771.0
64,Line 1 : Canal & Varick St,2019-09-12 04:00:00,Thursday,04:00:00,72.0,38.0,110.0
65,Line 1 : Canal & Varick St,2019-09-12 08:00:00,Thursday,08:00:00,431.0,1664.0,2095.0
66,Line 1 : Canal & Varick St,2019-09-12 12:00:00,Thursday,12:00:00,907.0,2437.0,3344.0
67,Line 1 : Canal & Varick St,2019-09-12 16:00:00,Thursday,16:00:00,1927.0,1209.0,3136.0
68,Line 1 : Canal & Varick St,2019-09-12 20:00:00,Thursday,20:00:00,3782.0,1370.0,5152.0
69,Line 1 : Canal & Varick St,2019-09-13 00:00:00,Friday,00:00:00,523.0,200.0,723.0
70,Line 1 : Canal & Varick St,2019-09-13 04:00:00,Friday,04:00:00,57.0,54.0,111.0
71,Line 1 : Canal & Varick St,2019-09-13 08:00:00,Friday,08:00:00,398.0,1496.0,1894.0
72,Line 1 : Canal & Varick St,2019-09-13 12:00:00,Friday,12:00:00,973.0,2362.0,3335.0
73,Line 1 : Canal & Varick St,2019-09-13 16:00:00,Friday,16:00:00,2141.0,1568.0,3709.0
74,Line 1 : Canal & Varick St,2019-09-13 20:00:00,Friday,20:00:00,3196.0,1400.0,4596.0
75,Line 1 : Canal & Varick St,2019-09-14 04:00:00,Saturday,04:00:00,101.0,68.0,169.0
76,Line 1 : Canal & Varick St,2019-09-14 08:00:00,Saturday,08:00:00,107.0,194.0,301.0
77,Line 1 : Canal & Varick St,2019-09-14 12:00:00,Saturday,12:00:00,352.0,787.0,1139.0
78,Line 1 : Canal & Varick St,2019-09-14 16:00:00,Saturday,16:00:00,917.0,1223.0,2140.0
79,Line 1 : Canal & Varick St,2019-09-14 20:00:00,Saturday,20:00:00,970.0,921.0,1891.0
80,Line 1 : Canal & Varick St,2019-09-15 00:00:00,Sunday,00:00:00,522.0,286.0,808.0
81,Line 1 : Canal & Varick St,2019-09-15 04:00:00,Sunday,04:00:00,91.0,59.0,150.0
82,Line 1 : Canal & Varick St,2019-09-15 08:00:00,Sunday,08:00:00,43.0,109.0,152.0
83,Line 1 : Canal & Varick St,2019-09-15 12:00:00,Sunday,12:00:00,290.0,684.0,974.0
84,Line 1 : Canal & Varick St,2019-09-15 16:00:00,Sunday,16:00:00,721.0,936.0,1657.0
85,Line 1 : Canal & Varick St,2019-09-15 20:00:00,Sunday,20:00:00,775.0,671.0,1446.0
86,Line 1 : Canal & Varick St,2019-09-16 00:00:00,Monday,00:00:00,287.0,160.0,447.0
87,Line 1 : Canal & Varick St,2019-09-16 04:00:00,Monday,04:00:00,34.0,34.0,68.0
88,Line 1 : Canal & Varick St,2019-09-16 08:00:00,Monday,08:00:00,397.0,1529.0,1926.0
89,Line 1 : Canal & Varick St,2019-09-16 12:00:00,Monday,12:00:00,836.0,2409.0,3245.0
90,Line 1 : Canal & Varick St,2019-09-16 16:00:00,Monday,16:00:00,1712.0,1203.0,2915.0
91,Line 1 : Canal & Varick St,2019-09-16 20:00:00,Monday,20:00:00,3484.0,1008.0,4492.0
92,Line 1 : Canal & Varick St,2019-09-17 00:00:00,Tuesday,00:00:00,415.0,176.0,591.0
93,Line 1 : Canal & Varick St,2019-09-17 04:00:00,Tuesday,04:00:00,40.0,47.0,87.0
94,Line 1 : Canal & Varick St,2019-09-17 08:00:00,Tuesday,08:00:00,438.0,1502.0,1940.0
95,Line 1 : Canal & Varick St,2019-09-17 12:00:00,Tuesday,12:00:00,878.0,2280.0,3158.0
96,Line 1 : Canal & Varick St,2019-09-17 16:00:00,Tuesday,16:00:00,1800.0,1228.0,3028.0
97,Line 1 : Canal & Varick St,2019-09-17 20:00:00,Tuesday,20:00:00,3496.0,1031.0,4527.0
98,Line 1 : Canal & Varick St,2019-09-18 00:00:00,Wednesday,00:00:00,438.0,200.0,638.0
99,Line 1 : Canal & Varick St,2019-09-18 04:00:00,Wednesday,04:00:00,45.0,39.0,84.0
100,Line 1 : Canal & Varick St,2019-09-18 08:00:00,Wednesday,08:00:00,463.0,1504.0,1967.0
101,Line 1 : Canal & Varick St,2019-09-18 12:00:00,Wednesday,12:00:00,939.0,2492.0,3431.0
102,Line 1 : Canal & Varick St,2019-09-18 16:00:00,Wednesday,16:00:00,1860.0,1319.0,3179.0
103,Line 1 : Canal & Varick St,2019-09-18 20:00:00,Wednesday,20:00:00,3681.0,1211.0,4892.0
104,Line 1 : Canal & Varick St,2019-09-19 00:00:00,Thursday,00:00:00,473.0,217.0,690.0
105,Line 1 : Canal & Varick St,2019-09-19 04:00:00,Thursday,04:00:00,59.0,75.0,134.0
106,Line 1 : Canal & Varick St,2019-09-19 08:00:00,Thursday,08:00:00,428.0,1431.0,1859.0
107,Line 1 : Canal & Varick St,2019-09-19 12:00:00,Thursday,12:00:00,889.0,2520.0,3409.0
108,Line 1 : Canal & Varick St,2019-09-19 16:00:00,Thursday,16:00:00,1803.0,1329.0,3132.0
109,Line 1 : Canal & Varick St,2019-09-19 20:00:00,Thursday,20:00:00,3481.0,1237.0,4718.0
110,Line 1 : Canal & Varick St,2019-09-20 00:00:00,Friday,00:00:00,623.0,265.0,888.0
111,Line 1 : Canal & Varick St,2019-09-20 04:00:00,Friday,04:00:00,75.0,45.0,120.0
112,Line 1 : Canal & Varick St,2019-09-20 08:00:00,Friday,08:00:00,394.0,1339.0,1733.0
113,Line 1 : Canal & Varick St,2019-09-20 12:00:00,Friday,12:00:00,902.0,2464.0,3366.0
114,Line 1 : Canal & Varick St,2019-09-20 16:00:00,Friday,16:00:00,2043.0,1471.0,3514.0
115,Line 1 : Canal & Varick St,2019-09-20 20:00:00,Friday,20:00:00,3058.0,1452.0,4510.0
116,Line 1 : Canal & Varick St,2019-09-21 04:00:00,Saturday,04:00:00,124.0,58.0,182.0
117,Line 1 : Canal & Varick St,2019-09-21 08:00:00,Saturday,08:00:00,87.0,196.0,283.0
118,Line 1 : Canal & Varick St,2019-09-21 12:00:00,Saturday,12:00:00,407.0,756.0,1163.0
119,Line 1 : Canal & Varick St,2019-09-21 16:00:00,Saturday,16:00:00,914.0,1128.0,2042.0
120,Line 1 : Canal & Varick St,2019-09-21 20:00:00,Saturday,20:00:00,1033.0,886.0,1919.0
121,Line 1 : Canal & Varick St,2019-09-22 00:00:00,Sunday,00:00:00,601.0,336.0,937.0
122,Line 1 : Canal & Varick St,2019-09-22 04:00:00,Sunday,04:00:00,132.0,38.0,170.0
123,Line 1 : Canal & Varick St,2019-09-22 08:00:00,Sunday,08:00:00,72.0,130.0,202.0
124,Line 1 : Canal & Varick St,2019-09-22 12:00:00,Sunday,12:00:00,380.0,579.0,959.0
125,Line 1 : Canal & Varick St,2019-09-22 16:00:00,Sunday,16:00:00,682.0,951.0,1633.0
126,Line 1 : Canal & Varick St,2019-09-22 20:00:00,Sunday,20:00:00,850.0,445.0,1295.0
127,Line 1 : Canal & Varick St,2019-09-23 00:00:00,Monday,00:00:00,301.0,110.0,411.0
128,Line 1 : Canal & Varick St,2019-09-23 04:00:00,Monday,04:00:00,41.0,40.0,81.0
129,Line 1 : Canal & Varick St,2019-09-23 08:00:00,Monday,08:00:00,448.0,1519.0,1967.0
130,Line 1 : Canal & Varick St,2019-09-23 12:00:00,Monday,12:00:00,808.0,2231.0,3039.0
131,Line 1 : Canal & Varick St,2019-09-23 16:00:00,Monday,16:00:00,1667.0,1183.0,2850.0
132,Line 1 : Canal & Varick St,2019-09-23 20:00:00,Monday,20:00:00,3276.0,1003.0,4279.0
133,Line 1 : Canal & Varick St,2019-09-24 00:00:00,Tuesday,00:00:00,407.0,170.0,577.0
134,Line 1 : Canal & Varick St,2019-09-24 04:00:00,Tuesday,04:00:00,46.0,59.0,105.0
135,Line 1 : Canal & Varick St,2019-09-24 08:00:00,Tuesday,08:00:00,454.0,1546.0,2000.0
136,Line 1 : Canal & Varick St,2019-09-24 12:00:00,Tuesday,12:00:00,943.0,2436.0,3379.0
137,Line 1 : Canal & Varick St,2019-09-24 16:00:00,Tuesday,16:00:00,1868.0,1370.0,3238.0
138,Line 1 : Canal & Varick St,2019-09-24 20:00:00,Tuesday,20:00:00,3694.0,1143.0,4837.0
139,Line 1 : Canal & Varick St,2019-09-25 00:00:00,Wednesday,00:00:00,440.0,225.0,665.0
140,Line 1 : Canal & Varick St,2019-09-25 04:00:00,Wednesday,04:00:00,42.0,51.0,93.0
141,Line 1 : Canal & Varick St,2019-09-25 08:00:00,Wednesday,08:00:00,486.0,1532.0,2018.0
142,Line 1 : Canal & Varick St,2019-09-25 12:00:00,Wednesday,12:00:00,929.0,2406.0,3335.0
143,Line 1 : Canal & Varick St,2019-09-25 16:00:00,Wednesday,16:00:00,1850.0,1168.0,3018.0
144,Line 1 : Canal & Varick St,2019-09-25 20:00:00,Wednesday,20:00:00,3529.0,1301.0,4830.0
145,Line 1 : Canal & Varick St,2019-09-26 00:00:00,Thursday,00:00:00,524.0,212.0,736.0
146,Line 1 : Canal & Varick St,2019-09-26 04:00:00,Thursday,04:00:00,44.0,48.0,92.0
147,Line 1 : Canal & Varick St,2019-09-26 08:00:00,Thursday,08:00:00,439.0,1532.0,1971.0
148,Line 1 : Canal & Varick St,2019-09-26 12:00:00,Thursday,12:00:00,943.0,2406.0,3349.0
149,Line 1 : Canal & Varick St,2019-09-26 16:00:00,Thursday,16:00:00,1975.0,1243.0,3218.0
150,Line 1 : Canal & Varick St,2019-09-26 20:00:00,Thursday,20:00:00,3518.0,1343.0,4861.0
151,Line 1 : Canal & Varick St,2019-09-27 00:00:00,Friday,00:00:00,562.0,231.0,793.0
152,Line 1 : Canal & Varick St,2019-09-27 04:00:00,Friday,04:00:00,62.0,50.0,112.0
153,Line 1 : Canal & Varick St,2019-09-27 08:00:00,Friday,08:00:00,385.0,1366.0,1751.0
154,Line 1 : Canal & Varick St,2019-09-27 12:00:00,Friday,12:00:00,978.0,2221.0,3199.0
155,Line 1 : Canal & Varick St,2019-09-27 16:00:00,Friday,16:00:00,2046.0,1396.0,3442.0
156,Line 1 : Canal & Varick St,2019-09-27 20:00:00,Friday,20:00:00,2926.0,1223.0,4149.0
157,Line 1 : Canal & Varick St,2019-09-28 04:00:00,Saturday,04:00:00,89.0,62.0,151.0
158,Line 1 : Canal & Varick St,2019-09-28 08:00:00,Saturday,08:00:00,93.0,183.0,276.0
159,Line 1 : Canal & Varick St,2019-09-28 12:00:00,Saturday,12:00:00,471.0,753.0,1224.0
160,Line 1 : Canal & Varick St,2019-09-28 16:00:00,Saturday,16:00:00,1006.0,1081.0,2087.0
161,Line 1 : Canal & Varick St,2019-09-28 20:00:00,Saturday,20:00:00,958.0,724.0,1682.0
162,Line 1 : Canal & Varick St,2019-09-29 00:00:00,Sunday,00:00:00,424.0,276.0,700.0
163,Line 1 : Canal & Varick St,2019-09-29 04:00:00,Sunday,04:00:00,133.0,56.0,189.0
164,Line 1 : Canal & Varick St,2019-09-29 08:00:00,Sunday,08:00:00,77.0,138.0,215.0
165,Line 1 : Canal & Varick St,2019-09-29 12:00:00,Sunday,12:00:00,390.0,571.0,961.0
166,Line 1 : Canal & Varick St,2019-09-29 16:00:00,Sunday,16:00:00,710.0,741.0,1451.0
167,Line 1 : Canal & Varick St,2019-09-29 20:00:00,Sunday,20:00:00,693.0,503.0,1196.0
168,Line 1 : Canal & Varick St,2019-09-30 00:00:00,Monday,00:00:00,252.0,129.0,381.0
169,Line 1 : Canal & Varick St,2019-09-30 04:00:00,Monday,04:00:00,27.0,33.0,60.0
170,Line 1 : Canal & Varick St,2019-09-30 08:00:00,Monday,08:00:00,316.0,1271.0,1587.0
171,Line 1 : Canal & Varick St,2019-09-30 12:00:00,Monday,12:00:00,778.0,2155.0,2933.0
172,Line 1 : Canal & Varick St,2019-09-30 16:00:00,Monday,16:00:00,1453.0,1141.0,2594.0
173,Line 1 : Canal & Varick St,2019-09-30 20:00:00,Monday,20:00:00,2975.0,848.0,3823.0
174,Line 1 : Canal & Varick St,2019-10-01 00:00:00,Tuesday,00:00:00,241.0,174.0,415.0
175,Line 1 : Canal & Varick St,2019-10-01 04:00:00,Tuesday,04:00:00,14.0,31.0,45.0
176,Line 1 : Canal & Varick St,2019-10-01 08:00:00,Tuesday,08:00:00,374.0,1429.0,1803.0
177,Line 1 : Canal & Varick St,2019-10-01 12:00:00,Tuesday,12:00:00,873.0,2342.0,3215.0
178,Line 1 : Canal & Varick St,2019-10-01 16:00:00,Tuesday,16:00:00,1542.0,1081.0,2623.0
179,Line 1 : Canal & Varick St,2019-10-01 20:00:00,Tuesday,20:00:00,3414.0,999.0,4413.0
180,Line 1 : Canal & Varick St,2019-10-02 00:00:00,Wednesday,00:00:00,242.0,169.0,411.0
181,Line 1 : Canal & Varick St,2019-10-02 04:00:00,Wednesday,04:00:00,16.0,19.0,35.0
182,Line 1 : Canal & Varick St,2019-10-02 08:00:00,Wednesday,08:00:00,460.0,1515.0,1975.0
183,Line 1 : Canal & Varick St,2019-10-02 12:00:00,Wednesday,12:00:00,883.0,2510.0,3393.0
184,Line 1 : Canal & Varick St,2019-10-02 16:00:00,Wednesday,16:00:00,1772.0,1212.0,2984.0
185,Line 1 : Canal & Varick St,2019-10-02 20:00:00,Wednesday,20:00:00,3952.0,1183.0,5135.0
186,Line 1 : Canal & Varick St,2019-10-03 00:00:00,Thursday,00:00:00,269.0,190.0,459.0
187,Line 1 : Canal & Varick St,2019-10-03 04:00:00,Thursday,04:00:00,15.0,28.0,43.0
188,Line 1 : Canal & Varick St,2019-10-03 08:00:00,Thursday,08:00:00,452.0,1503.0,1955.0
189,Line 1 : Canal & Varick St,2019-10-03 12:00:00,Thursday,12:00:00,926.0,2595.0,3521.0
190,Line 1 : Canal & Varick St,2019-10-03 16:00:00,Thursday,16:00:00,1863.0,1210.0,3073.0
191,Line 1 : Canal & Varick St,2019-10-03 20:00:00,Thursday,20:00:00,3733.0,1308.0,5041.0
192,Line 1 : Canal & Varick St,2019-10-04 00:00:00,Friday,00:00:00,325.0,233.0,558.0
193,Line 1 : Canal & Varick St,2019-10-04 04:00:00,Friday,04:00:00,21.0,25.0,46.0
194,Line 1 : Canal & Varick St,2019-10-04 08:00:00,Friday,08:00:00,385.0,1333.0,1718.0
195,Line 1 : Canal & Varick St,2019-10-04 12:00:00,Friday,12:00:00,937.0,2230.0,3167.0
196,Line 1 : Canal & Varick St,2019-10-04 16:00:00,Friday,16:00:00,2007.0,1416.0,3423.0
197,Line 1 : Canal & Varick St,2019-10-04 20:00:00,Friday,20:00:00,3117.0,1231.0,4348.0
198,Line 1 : Canal & Varick St,2019-10-05 04:00:00,Saturday,04:00:00,83.0,49.0,132.0
199,Line 1 : Canal & Varick St,2019-10-05 08:00:00,Saturday,08:00:00,107.0,179.0,286.0
200,Line 1 : Canal & Varick St,2019-10-05 12:00:00,Saturday,12:00:00,376.0,687.0,1063.0
201,Line 1 : Canal & Varick St,2019-10-05 16:00:00,Saturday,16:00:00,929.0,1139.0,2068.0
202,Line 1 : Canal & Varick St,2019-10-05 20:00:00,Saturday,20:00:00,989.0,885.0,1874.0
203,Line 1 : Canal & Varick St,2019-10-06 00:00:00,Sunday,00:00:00,403.0,283.0,686.0
204,Line 1 : Canal & Varick St,2019-10-06 04:00:00,Sunday,04:00:00,82.0,63.0,145.0
205,Line 1 : Canal & Varick St,2019-10-06 08:00:00,Sunday,08:00:00,68.0,129.0,197.0
206,Line 1 : Canal & Varick St,2019-10-06 12:00:00,Sunday,12:00:00,348.0,589.0,937.0
207,Line 1 : Canal & Varick St,2019-10-06 16:00:00,Sunday,16:00:00,684.0,771.0,1455.0
208,Line 1 : Canal & Varick St,2019-10-06 20:00:00,Sunday,20:00:00,675.0,432.0,1107.0
209,Line 1 : Canal & Varick St,2019-10-07 00:00:00,Monday,00:00:00,179.0,150.0,329.0
210,Line 1 : Canal & Varick St,2019-10-07 04:00:00,Monday,04:00:00,21.0,33.0,54.0
211,Line 1 : Canal & Varick St,2019-10-07 08:00:00,Monday,08:00:00,448.0,1457.0,1905.0
212,Line 1 : Canal & Varick St,2019-10-07 12:00:00,Monday,12:00:00,799.0,2338.0,3137.0
213,Line 1 : Canal & Varick St,2019-10-07 16:00:00,Monday,16:00:00,1823.0,1250.0,3073.0
214,Line 1 : Canal & Varick St,2019-10-07 20:00:00,Monday,20:00:00,3421.0,1121.0,4542.0
215,Line 1 : Canal & Varick St,2019-10-08 00:00:00,Tuesday,00:00:00,430.0,188.0,618.0
216,Line 1 : Canal & Varick St,2019-10-08 04:00:00,Tuesday,04:00:00,46.0,76.0,122.0
217,Line 1 : Canal & Varick St,2019-10-08 08:00:00,Tuesday,08:00:00,395.0,1516.0,1911.0
218,Line 1 : Canal & Varick St,2019-10-08 12:00:00,Tuesday,12:00:00,907.0,2336.0,3243.0
219,Line 1 : Canal & Varick St,2019-10-08 16:00:00,Tuesday,16:00:00,1895.0,1150.0,3045.0
220,Line 1 : Canal & Varick St,2019-10-08 20:00:00,Tuesday,20:00:00,3474.0,967.0,4441.0
221,Line 1 : Canal & Varick St,2019-10-09 00:00:00,Wednesday,00:00:00,413.0,270.0,683.0
222,Line 1 : Canal & Varick St,2019-10-09 04:00:00,Wednesday,04:00:00,40.0,42.0,82.0
223,Line 1 : Canal & Varick St,2019-10-09 08:00:00,Wednesday,08:00:00,292.0,1364.0,1656.0
224,Line 1 : Canal & Varick St,2019-10-09 12:00:00,Wednesday,12:00:00,958.0,2365.0,3323.0
225,Line 1 : Canal & Varick St,2019-10-09 16:00:00,Wednesday,16:00:00,1600.0,1103.0,2703.0
226,Line 1 : Canal & Varick St,2019-10-09 20:00:00,Wednesday,20:00:00,3205.0,955.0,4160.0
227,Line 1 : Canal & Varick St,2019-10-10 00:00:00,Thursday,00:00:00,449.0,233.0,682.0
228,Line 1 : Canal & Varick St,2019-10-10 04:00:00,Thursday,04:00:00,49.0,67.0,116.0
229,Line 1 : Canal & Varick St,2019-10-10 08:00:00,Thursday,08:00:00,427.0,1461.0,1888.0
230,Line 1 : Canal & Varick St,2019-10-10 12:00:00,Thursday,12:00:00,935.0,2342.0,3277.0
231,Line 1 : Canal & Varick St,2019-10-10 16:00:00,Thursday,16:00:00,1864.0,1466.0,3330.0
232,Line 1 : Canal & Varick St,2019-10-10 20:00:00,Thursday,20:00:00,3749.0,1323.0,5072.0
233,Line 1 : Canal & Varick St,2019-10-11 00:00:00,Friday,00:00:00,654.0,329.0,983.0
234,Line 1 : Canal & Varick St,2019-10-11 04:00:00,Friday,04:00:00,76.0,61.0,137.0
235,Line 1 : Canal & Varick St,2019-10-11 08:00:00,Friday,08:00:00,340.0,1292.0,1632.0
236,Line 1 : Canal & Varick St,2019-10-11 12:00:00,Friday,12:00:00,864.0,2182.0,3046.0
237,Line 1 : Canal & Varick St,2019-10-11 16:00:00,Friday,16:00:00,2003.0,1388.0,3391.0
238,Line 1 : Canal & Varick St,2019-10-11 20:00:00,Friday,20:00:00,3038.0,1066.0,4104.0
239,Line 1 : Canal & Varick St,2019-10-12 04:00:00,Saturday,04:00:00,118.0,69.0,187.0
240,Line 1 : Canal & Varick St,2019-10-12 08:00:00,Saturday,08:00:00,104.0,180.0,284.0
241,Line 1 : Canal & Varick St,2019-10-12 12:00:00,Saturday,12:00:00,399.0,781.0,1180.0
242,Line 1 : Canal & Varick St,2019-10-12 16:00:00,Saturday,16:00:00,882.0,1030.0,1912.0
243,Line 1 : Canal & Varick St,2019-10-12 20:00:00,Saturday,20:00:00,873.0,723.0,1596.0
244,Line 1 : Canal & Varick St,2019-10-13 00:00:00,Sunday,00:00:00,427.0,317.0,744.0
245,Line 1 : Canal & Varick St,2019-10-13 04:00:00,Sunday,04:00:00,122.0,85.0,207.0
246,Line 1 : Canal & Varick St,2019-10-13 08:00:00,Sunday,08:00:00,96.0,160.0,256.0
247,Line 1 : Canal & Varick St,2019-10-13 12:00:00,Sunday,12:00:00,388.0,652.0,1040.0
248,Line 1 : Canal & Varick St,2019-10-13 16:00:00,Sunday,16:00:00,739.0,832.0,1571.0
249,Line 1 : Canal & Varick St,2019-10-13 20:00:00,Sunday,20:00:00,694.0,506.0,1200.0
250,Line 1 : Canal & Varick St,2019-10-14 00:00:00,Monday,00:00:00,261.0,141.0,402.0
251,Line 1 : Canal & Varick St,2019-10-14 04:00:00,Monday,04:00:00,31.0,35.0,66.0
252,Line 1 : Canal & Varick St,2019-10-14 08:00:00,Monday,08:00:00,254.0,1144.0,1398.0
253,Line 1 : Canal & Varick St,2019-10-14 12:00:00,Monday,12:00:00,718.0,1924.0,2642.0
254,Line 1 : Canal & Varick St,2019-10-14 16:00:00,Monday,16:00:00,1294.0,1139.0,2433.0
255,Line 1 : Canal & Varick St,2019-10-14 20:00:00,Monday,20:00:00,2917.0,803.0,3720.0
